distance_km,current_speed,preceding_gap_km,signal_aspect,congestion_index,weather_impact,speed_restriction,actual_time_mins
68,96.76,11.99,2,0.65,1.2,50,111.02
68,107.07,15.56,2,0.82,1.0,50,95.46
15,44.3,7.03,2,0.21,1.0,50,24.16
62,92.05,21.81,0,0.27,1.0,80,83.58
68,84.49,17.88,2,0.63,1.0,50,92.49
68,101.21,5.29,2,0.46,1.0,80,60.05
68,85.3,11.78,2,0.64,1.0,110,57.41
55,62.3,9.34,2,0.55,1.0,80,64.62
84,85.75,6.84,2,0.12,1.0,80,66.02
55,82.18,24.96,1,0.84,1.0,110,82.26
55,66.86,14.6,1,0.47,1.0,110,91.62
84,86.49,3.3,0,0.24,1.0,30,285.3
84,104.44,15.45,2,0.78,1.0,80,76.13
15,43.22,24.2,2,0.64,1.0,110,32.99
55,78.24,12.92,2,0.27,1.0,110,47.66
68,95.32,18.19,1,0.56,1.0,80,95.75
84,61.64,9.79,2,0.38,1.2,80,105.78
55,75.06,22.77,2,0.25,1.2,80,59.93
84,75.61,14.37,1,0.45,1.0,110,119.56
15,57.85,16.28,2,0.53,1.5,110,33.37
62,74.48,14.32,0,0.72,1.0,110,94.29
76,56.14,3.11,2,0.98,1.0,80,151.6
62,69.67,17.07,1,0.15,1.0,110,92.39
68,77.23,24.45,2,0.43,1.0,110,61.8
55,90.81,3.0,2,0.58,1.0,110,71.28
84,104.56,7.36,2,0.71,1.0,110,60.55
84,102.61,6.74,2,0.38,1.2,30,210.68
76,40.16,7.46,0,0.2,1.0,30,257.77
62,72.82,12.54,2,0.51,1.0,110,60.09
84,50.52,16.2,2,0.21,1.2,30,207.9
76,47.89,19.24,1,0.1,1.0,30,255.26
15,63.45,8.24,2,0.31,1.0,110,20.46
62,82.23,10.29,2,0.84,1.0,30,139.38
62,67.11,10.01,1,0.91,1.0,110,107.67
55,80.17,10.58,2,0.71,1.0,110,54.96
68,97.69,5.89,2,0.84,1.0,110,54.07
62,61.59,21.48,2,0.66,1.0,110,72.23
15,96.38,13.44,2,0.73,1.0,80,25.08
84,101.66,9.74,1,0.87,1.0,110,97.84
62,75.7,23.25,2,0.12,1.0,30,127.15
62,55.42,19.32,2,0.35,1.0,110,75.37
68,78.08,2.22,2,0.92,1.2,50,179.99
84,77.44,23.7,0,0.56,1.2,110,138.56
55,98.17,7.84,1,0.88,1.0,80,84.38
76,67.61,23.03,2,0.51,1.0,110,77.56
84,67.6,21.21,2,0.34,1.5,110,121.05
84,108.42,21.01,2,0.27,1.2,80,83.3
62,105.93,25.0,2,0.77,1.0,30,136.8
15,61.91,4.87,2,0.99,1.0,110,42.56
76,70.31,2.74,2,0.6,1.0,80,119.09
15,99.35,2.26,2,0.22,1.2,110,23.63
15,73.5,6.21,2,0.44,1.2,110,23.31
76,78.32,11.66,2,0.31,1.0,110,64.67
62,45.19,21.24,2,0.42,1.0,110,90.03
68,90.94,13.09,1,0.66,1.0,50,147.76
76,101.0,11.28,2,0.74,1.0,110,57.15
76,92.28,15.42,1,0.41,1.0,80,102.99
76,67.21,16.5,1,0.14,1.0,30,258.4
76,105.13,3.51,2,0.44,1.5,80,152.31
15,80.93,10.77,0,0.26,1.0,30,56.06
76,56.78,15.67,0,0.8,1.5,110,215.75
15,57.16,24.74,0,0.86,1.0,80,41.56
62,92.85,19.42,0,0.28,1.0,80,83.6
68,94.7,2.34,2,0.1,1.0,80,88.32
76,70.34,24.56,1,0.86,1.2,110,144.78
62,81.45,2.62,0,0.24,1.0,80,80.97
62,100.74,7.01,0,0.78,1.0,110,74.49
76,83.78,7.87,1,0.33,1.0,110,96.16
76,78.43,7.72,2,0.12,1.0,110,62.91
68,96.29,20.58,2,0.5,1.0,110,51.98
84,50.28,19.03,0,0.39,1.0,80,174.17
68,70.75,24.48,2,0.77,1.0,110,70.98
68,99.73,14.3,2,0.4,1.0,110,49.6
68,49.22,13.76,2,0.25,1.0,110,87.7
84,106.01,11.17,1,0.39,1.2,80,132.69
84,78.1,5.06,0,0.35,1.0,110,116.38
62,44.03,4.87,2,0.29,1.0,110,146.61
76,59.36,4.96,1,0.62,1.5,110,203.41
76,63.78,10.9,2,0.3,1.0,110,78.07
15,68.75,13.84,1,0.76,1.0,110,36.12
15,46.67,7.83,1,0.39,1.0,110,40.94
76,51.89,16.93,2,0.34,1.0,110,94.24
76,78.1,10.22,2,0.52,1.0,80,68.97
55,104.05,15.39,2,0.11,1.0,110,36.56
15,94.74,18.31,1,0.61,1.2,110,30.36
15,73.46,22.95,2,0.99,1.5,110,35.54
84,95.59,22.59,2,0.23,1.2,110,69.34
68,103.0,16.98,0,0.83,1.5,110,112.77
68,97.56,6.15,2,0.81,1.0,80,65.59
76,95.8,9.54,2,0.4,1.0,110,55.1
76,80.32,17.57,2,0.21,1.0,80,63.45
62,44.12,20.81,2,0.86,1.5,110,140.95
84,62.59,13.36,1,0.94,1.0,50,184.79
84,43.03,7.82,0,0.21,1.0,110,200.39
55,55.68,14.92,2,0.79,1.2,80,85.76
62,76.06,14.06,2,0.73,1.5,110,86.81
76,63.96,4.72,2,0.46,1.2,110,150.83
55,51.1,20.96,2,0.45,1.0,110,73.94
62,95.82,19.81,1,0.71,1.2,110,91.9
15,61.63,10.98,2,0.75,1.0,30,44.03
68,48.5,2.81,1,0.99,1.0,110,156.09
62,57.23,13.66,2,0.41,1.0,50,84.06
15,99.14,5.94,2,0.39,1.0,110,17.48
55,95.84,6.96,2,0.58,1.5,80,72.03
76,76.45,20.78,2,0.31,1.0,110,67.61
76,72.76,20.5,2,0.85,1.0,30,168.27
15,43.63,15.65,2,0.45,1.0,110,30.41
84,77.79,18.76,2,0.95,1.0,110,81.65
55,66.98,15.49,2,0.89,1.0,110,65.57
15,62.81,12.31,1,0.26,1.0,110,30.06
84,94.1,7.36,2,0.61,1.0,30,180.72
15,108.99,21.36,2,0.77,1.0,50,31.66
84,84.98,23.63,2,0.37,1.0,50,106.25
84,102.16,16.56,2,0.64,1.0,110,60.81
62,67.77,14.89,2,0.32,1.0,50,80.74
15,83.13,20.74,2,0.44,1.5,50,33.05
84,58.77,2.65,2,0.65,1.2,110,182.83
84,55.31,17.41,2,0.93,1.0,80,107.66
84,53.55,4.74,2,0.49,1.0,110,165.13
84,57.52,2.8,2,0.39,1.2,110,182.33
55,108.3,10.04,1,0.3,1.0,110,57.61
84,60.33,8.23,2,0.42,1.0,110,91.74
76,92.6,5.37,2,0.25,1.0,50,96.65
68,81.66,8.34,2,0.46,1.0,110,56.6
15,73.74,22.69,2,0.89,1.0,50,33.87
15,105.92,10.93,2,0.47,1.0,110,17.6
68,85.44,24.2,2,0.68,1.0,80,62.31
84,89.02,8.74,1,0.22,1.0,80,110.9
84,48.59,15.45,2,0.92,1.0,80,117.9
62,42.32,23.89,2,0.55,1.5,80,143.33
55,92.28,18.87,2,0.45,1.0,80,48.7
55,77.92,18.4,2,0.32,1.0,80,51.3
68,91.4,2.5,2,0.27,1.0,110,79.94
62,71.93,20.6,2,0.47,1.0,110,60.06
15,45.33,14.64,2,0.44,1.0,80,29.19
76,50.9,8.2,0,0.88,1.0,110,165.11
62,55.44,13.31,2,0.93,1.0,110,82.19
76,60.39,19.88,2,0.68,1.0,80,87.9
15,90.84,2.9,2,0.61,1.0,110,27.15
62,108.5,7.6,2,0.86,1.2,30,162.67
15,53.96,22.15,2,0.12,1.0,80,21.39
62,44.17,23.31,2,0.26,1.0,110,90.95
68,74.94,15.88,2,0.9,1.0,80,70.85
76,52.7,12.96,2,0.62,1.0,110,97.69
76,91.9,22.4,1,0.99,1.0,110,100.54
68,70.3,19.06,2,0.13,1.0,80,60.88
62,106.93,19.57,2,0.13,1.0,30,129.56
84,69.35,17.31,0,0.69,1.0,110,133.21
68,67.07,12.7,2,0.62,1.0,110,73.23
55,45.93,16.18,1,0.75,1.0,110,132.27
15,86.11,7.2,0,0.48,1.0,80,28.52
55,86.82,16.18,2,0.57,1.0,50,75.91
62,83.24,7.14,1,0.88,1.0,80,93.04
15,52.9,12.81,2,0.61,1.5,30,55.95
15,82.89,16.88,2,0.66,1.0,110,22.61
84,107.94,6.04,2,0.73,1.0,110,60.86
55,46.45,11.89,2,0.41,1.0,110,78.36
15,45.21,13.65,2,0.73,1.5,30,58.29
55,64.06,4.11,1,0.43,1.0,110,92.65
68,107.02,8.39,0,0.8,1.2,80,116.14
68,99.46,8.3,2,0.48,1.0,110,49.7
68,62.06,17.22,1,0.38,1.2,110,139.3
15,62.16,8.68,2,0.27,1.0,110,19.66
15,66.96,16.2,0,0.6,1.5,80,45.97
62,80.7,6.69,2,0.13,1.2,30,153.32
15,99.49,6.45,2,0.6,1.0,110,19.1
76,64.49,23.37,0,0.87,1.0,110,132.09
68,66.86,16.51,2,0.45,1.0,80,70.53
15,103.07,17.28,2,0.92,1.2,110,27.03
76,60.82,3.7,2,0.37,1.0,110,131.91
68,85.06,9.5,2,0.79,1.0,50,94.25
62,96.2,20.92,2,0.17,1.0,110,41.96
55,92.26,5.4,2,0.18,1.0,80,45.56
55,84.2,5.0,1,0.66,1.0,110,76.01
76,71.62,13.45,2,1.0,1.0,110,81.37
62,42.47,3.79,0,0.8,1.0,50,159.27
62,87.87,7.51,2,0.6,1.0,110,53.84
84,101.92,21.04,2,0.61,1.0,110,60.9
15,97.06,11.24,2,0.26,1.5,110,21.24
84,75.57,5.08,2,0.26,1.0,110,72.15
55,108.54,6.02,2,0.63,1.0,110,41.93
68,57.48,5.09,2,0.31,1.0,110,78.13
76,91.12,19.62,2,0.13,1.0,80,62.71
68,79.6,5.01,2,0.4,1.0,110,58.99
55,81.23,22.46,0,0.84,1.5,110,116.45
55,89.47,24.19,2,0.89,1.0,80,56.75
62,79.47,20.25,2,0.69,1.0,30,136.0
84,103.82,15.83,1,0.39,1.0,110,88.77
62,100.52,2.6,2,0.38,1.0,50,132.23
55,44.65,8.32,1,0.95,1.0,110,140.85
55,89.22,24.1,1,0.88,1.0,110,78.19
55,103.43,24.16,2,0.47,1.0,110,41.91
84,44.67,10.96,2,0.2,1.0,80,118.3
62,45.98,5.56,1,0.98,1.2,110,176.61
15,42.5,8.43,2,0.13,1.2,110,28.88
68,44.45,6.27,2,0.52,1.0,80,100.67
76,49.67,13.28,2,0.76,1.2,110,124.96
15,96.25,12.2,2,0.7,1.0,80,23.49
76,41.63,21.87,0,0.39,1.0,110,190.46
55,79.4,5.21,2,0.79,1.2,110,63.42
84,48.44,13.88,2,0.38,1.2,80,132.37
55,44.06,23.28,2,0.61,1.2,50,101.03
84,78.81,23.58,2,1.0,1.0,110,79.89
76,90.85,19.46,2,0.99,1.0,110,66.64
15,56.3,13.0,2,0.64,1.5,110,34.37
55,83.61,21.01,2,0.19,1.0,80,44.82
15,66.37,14.78,1,0.51,1.0,110,32.94
55,50.83,3.27,2,0.16,1.0,30,187.23
84,78.02,22.29,2,0.23,1.0,110,71.2
15,87.56,17.44,2,0.73,1.0,110,22.68
76,92.82,17.66,2,0.36,1.0,110,54.92
55,72.04,16.55,2,0.21,1.2,80,60.33
15,102.89,8.88,2,0.95,1.0,110,23.94
15,82.27,11.36,1,0.81,1.0,80,33.04
62,40.79,16.09,2,0.2,1.0,110,95.85
55,54.59,11.49,2,0.63,1.0,110,72.13
15,107.59,6.98,2,0.66,1.0,30,41.92
76,62.73,3.7,2,1.0,1.0,80,137.15
62,101.8,4.99,2,0.75,1.2,80,104.67
68,107.5,5.01,2,1.0,1.0,80,67.47
15,51.21,22.87,1,0.14,1.0,80,33.58
84,51.9,4.41,2,0.21,1.0,50,173.74
68,109.24,2.31,2,0.16,1.0,80,89.56
68,72.34,23.94,2,0.54,1.2,30,173.01
15,59.48,18.09,2,0.73,1.2,30,47.05
55,62.52,23.42,2,0.76,1.0,50,80.66
62,97.39,17.98,0,0.22,1.0,30,213.17
68,54.8,16.94,1,0.54,1.0,110,132.68
55,44.92,14.28,2,0.95,1.0,50,89.26
55,107.91,24.09,1,0.3,1.0,80,76.16
84,105.57,3.56,1,0.33,1.0,80,110.35
62,91.41,5.79,2,0.71,1.0,30,135.35
68,101.23,8.96,1,0.84,1.0,110,83.29
15,83.34,18.69,1,0.63,1.0,80,30.02
62,69.53,4.01,1,0.96,1.0,110,104.8
68,43.79,17.84,2,0.5,1.0,80,102.46
15,84.49,17.28,2,0.77,1.2,80,27.47
62,79.63,6.05,2,0.93,1.0,80,62.56
84,42.98,16.03,2,0.81,1.0,110,131.18
55,85.43,6.67,2,0.85,1.0,50,80.56
62,84.41,19.7,0,0.37,1.0,50,129.56
68,64.42,2.41,0,0.2,1.2,80,131.89
62,51.59,18.96,1,0.96,1.5,110,196.78
55,85.61,5.89,2,0.55,1.0,80,51.15
15,95.41,19.72,2,0.84,1.0,110,24.82
62,87.35,10.42,2,0.98,1.0,110,58.0
15,60.37,20.72,1,0.11,1.0,30,53.29
76,78.22,15.36,2,0.58,1.0,110,68.62
55,48.65,16.9,2,0.44,1.0,50,76.93
15,108.04,5.27,2,0.4,1.0,80,18.2
68,49.33,12.28,2,0.75,1.2,80,112.54
68,71.16,8.09,2,0.19,1.0,80,61.91
68,49.41,23.94,2,0.66,1.0,80,94.85
62,51.62,3.36,2,0.47,1.0,110,130.53
62,72.4,18.52,2,0.53,1.0,30,134.85
68,104.47,14.71,2,0.39,1.5,110,66.41
68,42.25,11.93,2,0.55,1.0,110,106.75
15,65.9,2.11,1,0.96,1.2,80,44.28
55,42.51,7.13,2,0.73,1.0,110,90.41
68,85.47,15.11,0,0.24,1.5,80,133.33
76,97.33,19.04,2,0.88,1.5,50,149.56
15,77.93,11.69,2,0.82,1.0,50,32.23
15,41.35,7.46,2,0.92,1.0,110,38.13
15,104.98,22.05,2,0.72,1.0,110,22.01
76,53.11,10.25,0,0.35,1.0,110,150.94
68,95.51,4.67,2,0.23,1.5,80,133.06
15,107.13,10.66,2,0.76,1.0,50,32.85
84,86.06,7.15,1,0.26,1.0,110,102.25
76,75.96,3.65,2,0.74,1.0,30,266.45
76,63.0,9.05,2,0.71,1.0,80,87.08
55,84.99,3.19,1,0.29,1.0,110,69.95
62,61.75,17.77,2,0.67,1.0,80,70.98
68,54.45,5.44,2,0.94,1.0,30,153.55
76,64.53,2.68,0,0.23,1.0,110,124.14
15,48.7,23.47,2,0.12,1.0,80,21.03
62,97.33,5.94,2,0.54,1.0,110,47.8
15,84.45,5.31,2,0.63,1.0,110,22.12
76,87.91,6.38,2,0.63,1.2,80,79.25
55,94.47,4.68,2,0.59,1.0,80,80.99
15,51.41,19.95,2,0.39,1.0,80,26.41
84,87.72,12.21,2,0.76,1.0,110,71.1
15,53.96,11.66,1,0.1,1.0,50,33.47
68,52.7,24.24,2,0.83,1.0,110,91.11
15,40.09,3.46,2,0.56,1.0,110,45.45
55,81.33,21.77,2,0.6,1.0,110,51.68
84,104.32,15.81,2,0.15,1.0,110,55.16
15,53.87,4.26,2,0.84,1.2,110,47.93
62,104.82,20.01,1,0.34,1.0,80,85.26
15,51.85,8.76,0,0.53,1.2,110,44.62
68,51.89,21.59,2,0.65,1.2,80,105.81
68,50.98,21.62,2,0.83,1.2,80,110.14
55,52.36,4.14,1,0.51,1.5,110,168.57
15,66.61,5.62,2,0.37,1.0,110,19.98
62,41.5,5.47,2,0.74,1.0,80,103.85
68,70.07,8.03,2,0.46,1.2,50,107.59
15,97.42,20.48,2,0.49,1.0,80,20.2
15,53.54,17.03,1,0.8,1.0,50,41.35
68,109.98,13.82,1,0.6,1.0,110,71.89
55,53.72,11.4,1,0.42,1.0,110,109.7
84,63.8,8.63,1,0.43,1.0,110,139.94
62,44.58,18.97,2,0.16,1.0,110,88.87
76,109.16,20.25,2,0.62,1.0,110,53.52
62,75.38,2.43,1,0.62,1.2,110,111.67
84,93.99,3.02,2,0.9,1.0,50,184.82
76,100.02,8.99,2,0.92,1.0,110,63.49
68,100.19,13.99,2,0.12,1.0,110,45.1
55,74.78,2.64,2,0.57,1.0,50,120.78
15,60.92,15.35,1,0.48,1.0,110,33.58
68,72.98,6.21,2,0.47,1.0,110,64.87
76,90.66,7.74,2,0.74,1.2,80,82.74
15,106.65,17.43,2,0.46,1.0,50,27.62
62,97.02,9.16,2,0.29,1.0,110,45.27
76,56.23,20.74,1,0.94,1.0,50,167.56
55,71.33,14.01,2,0.44,1.0,110,56.65
55,50.19,20.37,2,0.99,1.0,110,81.19
68,59.68,20.42,0,0.71,1.2,80,149.78
76,73.9,2.23,2,0.45,1.0,110,110.5
62,52.81,22.12,2,0.19,1.5,110,110.51
15,58.63,22.68,2,0.83,1.0,110,30.01
62,90.44,9.61,2,0.84,1.0,110,54.99
15,41.37,11.75,2,0.57,1.0,80,31.88
84,103.39,13.75,2,0.56,1.2,110,68.48
15,109.22,7.27,2,0.36,1.0,50,26.2
76,47.9,15.08,2,0.22,1.0,30,159.18
62,59.19,7.11,2,0.44,1.0,110,70.85
15,73.31,16.28,0,0.61,1.0,80,30.87
68,62.85,17.67,2,0.61,1.0,80,77.48
62,87.75,17.3,2,0.86,1.2,80,69.34
15,87.75,3.28,2,0.26,1.2,110,28.38
55,109.79,11.39,1,0.65,1.0,50,119.94
15,42.75,4.44,2,1.0,1.2,80,57.31
55,61.56,12.35,1,0.76,1.0,50,123.64
84,49.65,13.49,2,0.35,1.0,110,108.25
68,42.0,5.78,2,0.37,1.0,30,144.54
68,56.45,17.4,2,0.31,1.0,30,141.66
55,109.44,17.66,2,0.41,1.0,110,38.55
68,73.44,24.82,0,0.57,1.0,110,102.28
62,57.89,10.44,2,0.54,1.0,110,74.47
68,58.59,2.25,1,0.99,1.0,50,153.82
62,96.19,24.59,2,0.28,1.0,80,54.18
62,44.34,11.17,2,0.32,1.0,110,91.91
76,47.16,3.01,2,0.27,1.2,80,201.84
15,94.11,10.47,2,0.17,1.0,80,14.95
15,55.25,23.32,0,0.84,1.2,80,47.13
76,48.81,6.94,1,0.56,1.0,80,166.64
55,44.92,22.46,1,0.78,1.0,80,137.17
68,80.99,20.17,2,0.28,1.0,110,55.47
15,86.08,10.71,2,0.2,1.0,110,18.25
68,107.03,17.31,1,0.84,1.0,110,77.67
15,76.98,16.45,2,0.58,1.0,110,23.39
68,87.9,21.11,2,0.31,1.2,110,63.73
55,60.3,11.28,2,0.67,1.0,50,79.54
62,82.46,18.95,2,0.44,1.0,110,54.44
55,106.25,4.39,2,0.22,1.2,110,66.06
62,54.71,14.56,2,0.78,1.0,50,88.15
62,82.71,11.73,2,0.68,1.0,80,59.08
15,56.39,11.43,2,0.8,1.0,110,29.74
68,51.07,23.93,2,0.67,1.5,50,131.22
55,65.31,9.26,2,0.25,1.0,110,57.42
68,61.61,24.51,2,0.62,1.5,110,109.81
55,90.3,17.44,2,0.13,1.0,80,43.14
15,101.65,8.81,0,0.18,1.0,110,21.32
55,105.55,23.32,2,0.75,1.0,50,77.47
62,98.38,4.57,2,0.72,1.0,80,89.56
84,60.58,22.26,2,0.54,1.0,110,92.89
68,43.2,2.89,2,0.33,1.0,110,162.26
84,107.58,4.38,2,0.48,1.0,110,87.84
62,55.67,18.06,1,0.94,1.0,80,129.13
68,66.39,5.65,2,0.28,1.0,110,69.3
62,89.1,23.24,2,0.18,1.0,80,51.03
68,55.25,11.8,2,0.84,1.0,110,86.4
68,88.89,19.5,2,0.26,1.0,110,51.1
62,49.14,2.73,1,0.91,1.0,80,142.0
76,72.71,15.09,2,0.93,1.0,110,78.37
76,88.37,24.58,2,0.51,1.0,110,60.3
68,47.94,23.11,1,0.21,1.0,50,144.53
55,77.32,19.96,2,0.4,1.0,80,50.52
15,42.79,21.82,2,0.93,1.2,110,41.48
68,76.9,9.52,2,0.38,1.5,110,87.92
15,75.62,14.94,2,0.55,1.0,80,21.69
76,43.66,23.8,2,0.53,1.2,110,135.09
62,96.71,21.11,0,0.74,1.0,110,76.09
84,85.65,14.57,2,0.85,1.0,110,75.06
15,97.21,6.97,2,0.5,1.0,80,20.37
15,56.27,22.45,2,0.62,1.0,110,28.44
15,68.24,21.8,2,0.57,1.5,50,36.33
84,45.44,18.09,2,0.83,1.0,50,126.09
76,54.66,4.15,2,0.22,1.0,80,146.59
76,96.42,8.35,2,0.31,1.0,50,95.95
76,65.84,9.69,2,0.54,1.2,110,94.71
76,82.3,11.96,2,0.2,1.0,110,60.07
68,57.29,21.06,2,0.84,1.0,80,84.25
84,93.54,3.81,2,0.6,1.0,110,101.38
62,41.01,23.76,1,0.85,1.5,110,239.22
68,95.9,13.59,2,0.46,1.5,50,131.82
62,85.61,3.32,0,0.42,1.0,80,86.98
76,52.2,14.38,2,0.47,1.0,110,97.71
68,63.98,13.99,1,0.71,1.0,80,120.72
84,77.87,3.67,2,0.99,1.5,110,179.38
62,42.33,17.86,2,0.95,1.5,110,147.87
15,92.9,20.77,1,0.76,1.0,110,28.36
62,52.85,17.72,2,0.98,1.5,30,202.69
84,96.07,8.14,2,0.5,1.0,30,177.39
84,41.01,5.31,1,0.42,1.0,110,212.64
55,75.4,16.28,2,0.27,1.0,110,50.33
84,43.99,10.71,2,0.78,1.0,110,127.45
55,57.1,13.36,2,0.51,1.2,50,89.9
62,103.03,11.56,2,0.16,1.2,80,58.51
76,59.55,4.51,1,0.85,1.0,50,167.28
55,56.4,10.52,2,0.96,1.0,50,81.35
15,102.26,15.66,2,0.42,1.0,110,19.04
62,85.15,7.1,1,0.98,1.0,80,92.32
15,51.18,8.01,2,0.3,1.0,110,23.0
68,45.59,12.59,2,0.84,1.5,110,147.38
15,62.14,12.36,2,0.92,1.0,110,29.37
76,87.38,5.3,1,0.2,1.0,50,158.57
84,75.23,17.0,0,0.36,1.2,110,141.78
68,101.53,9.71,2,0.16,1.2,30,169.26
55,56.46,17.21,2,0.4,1.0,80,68.02
55,44.22,22.55,1,0.17,1.0,110,128.83
76,62.48,14.6,2,0.46,1.5,110,117.66
55,78.72,12.01,2,0.34,1.0,110,48.34
76,71.08,14.05,2,0.75,1.2,110,90.68
68,40.97,22.97,1,0.9,1.0,80,182.21
68,78.34,7.02,0,0.64,1.2,110,117.12
15,40.22,14.62,2,0.37,1.0,110,29.79
76,95.29,9.62,2,0.14,1.2,110,63.27
62,59.19,3.42,2,0.5,1.0,110,114.94
55,69.75,7.54,2,0.47,1.2,50,89.04
84,82.98,2.19,2,0.6,1.0,80,114.8
68,85.69,9.86,1,0.26,1.0,110,85.34
55,61.49,4.24,2,0.64,1.0,80,101.53
55,66.02,20.17,2,0.87,1.0,30,126.57
55,83.69,14.86,2,0.94,1.0,110,56.03
84,93.48,16.56,2,0.13,1.0,30,172.27
15,103.91,4.74,2,0.39,1.0,50,38.94
15,109.86,11.48,0,0.31,1.0,110,20.16
55,99.36,14.7,2,0.13,1.2,80,53.57
68,53.15,14.12,2,0.54,1.0,80,87.41
84,79.29,17.64,2,0.78,1.0,110,77.21
55,93.13,9.42,1,0.76,1.2,80,95.21
68,67.56,12.39,2,0.63,1.5,80,103.41
55,78.23,6.58,2,0.58,1.2,110,61.48
62,71.38,16.63,0,0.64,1.0,110,99.51
15,52.75,15.0,0,0.38,1.2,80,39.92
76,82.64,12.81,2,0.23,1.0,110,60.39
84,93.25,17.21,2,0.1,1.0,80,68.25
84,73.07,22.96,2,0.71,1.0,30,180.25
84,59.73,22.68,1,0.4,1.0,110,147.94
76,71.31,9.31,2,0.89,1.0,80,77.5
62,97.88,21.87,2,0.88,1.0,110,53.44
15,43.47,11.17,0,0.86,1.0,110,50.45
76,92.04,7.95,1,0.73,1.2,30,316.44
15,74.31,3.75,2,0.34,1.2,110,30.11
15,108.59,23.95,2,0.86,1.0,110,23.46
84,95.18,23.0,2,0.8,1.0,110,66.11
76,76.57,16.79,2,0.47,1.0,110,66.88
76,74.77,8.7,2,0.18,1.0,110,65.97
68,79.29,23.78,2,0.72,1.0,80,64.82
15,101.98,22.17,2,0.32,1.0,30,36.34
15,44.19,22.63,2,0.22,1.0,50,26.4
55,76.23,20.3,2,0.56,1.2,50,89.04
84,48.99,4.34,2,0.27,1.0,110,178.31
68,100.91,22.72,2,0.18,1.0,80,55.35
68,107.07,22.49,2,0.48,1.0,80,58.34
76,49.46,8.9,0,0.53,1.0,30,261.48
15,68.88,13.51,0,0.35,1.0,110,28.01
68,106.99,15.2,1,0.57,1.0,80,95.49
76,59.09,20.96,2,0.42,1.0,50,98.02
76,43.19,16.54,2,0.92,1.0,30,168.47
68,47.06,7.49,0,0.14,1.0,110,147.6
55,80.46,21.39,0,0.91,1.0,80,85.77
15,58.04,17.51,2,0.66,1.0,80,24.83
68,78.19,4.01,2,0.33,1.5,30,348.3
55,83.52,20.72,2,0.13,1.0,80,44.64
84,52.88,2.84,2,0.58,1.0,80,167.51
68,56.71,16.61,2,0.3,1.0,110,78.98
15,75.06,22.98,2,0.66,1.0,80,24.45
62,93.14,4.61,2,0.65,1.0,50,133.62
62,50.74,2.78,2,0.49,1.0,50,130.51
15,53.35,10.5,2,0.76,1.0,110,30.68
55,58.6,21.39,2,0.77,1.0,110,69.67
15,92.98,6.77,2,0.62,1.5,50,37.94
84,85.74,19.02,1,0.61,1.0,110,109.08
55,92.13,22.67,1,0.67,1.0,80,80.18
76,102.99,18.14,2,0.17,1.5,110,71.36
55,63.48,18.46,2,0.94,1.0,80,69.73
68,88.66,9.87,2,0.81,1.0,110,60.2
15,75.69,24.06,2,0.58,1.0,80,23.93
68,60.04,14.73,2,0.67,1.2,110,92.9
76,97.04,2.08,2,0.69,1.5,50,238.93
55,77.66,22.11,0,0.48,1.0,30,191.77
62,71.83,3.64,2,0.26,1.0,80,92.47
84,104.71,23.58,0,0.11,1.0,110,82.97
55,41.0,20.49,2,0.31,1.0,110,86.22
15,72.78,5.89,0,0.4,1.0,110,27.79
62,88.39,9.29,2,0.51,1.0,110,52.23
84,90.75,7.69,2,0.32,1.0,110,62.01
68,50.61,23.82,1,0.55,1.0,80,144.77
55,80.57,9.35,1,0.48,1.0,80,76.62
62,65.63,18.29,2,0.24,1.0,50,79.99
76,41.61,8.51,2,0.73,1.0,110,121.96
84,71.08,20.15,2,0.52,1.0,110,79.99
84,61.72,17.49,2,0.89,1.0,110,95.85
68,85.04,11.95,2,0.78,1.0,110,61.67
15,102.78,7.79,2,0.44,1.2,80,22.3
62,41.07,11.36,2,0.37,1.0,50,100.63
68,97.92,4.31,2,0.34,1.2,110,89.0
76,46.87,10.85,2,0.61,1.0,80,107.1
76,106.97,15.54,0,0.54,1.5,80,151.76
55,94.48,10.42,2,0.93,1.0,110,51.12
62,97.31,9.86,2,0.99,1.0,50,91.71
15,58.23,6.7,2,0.17,1.2,110,22.47
76,71.56,21.58,2,0.93,1.0,110,78.55
84,63.13,8.2,2,0.42,1.0,80,89.48
55,45.12,15.16,2,0.45,1.0,110,82.48
62,95.23,21.09,2,0.68,1.2,110,58.61
62,59.2,18.73,2,0.15,1.0,80,66.65
55,58.04,13.28,2,0.45,1.0,80,65.88
15,102.93,2.5,2,0.2,1.0,50,34.93
84,97.59,20.9,1,0.34,1.0,110,94.56
84,104.59,14.59,0,0.46,1.0,80,112.44
15,85.17,15.54,0,0.36,1.0,110,25.21
84,103.66,13.74,2,0.92,1.0,110,63.5
84,75.03,12.4,2,0.18,1.2,50,126.49
15,76.11,12.65,2,0.63,1.0,110,22.16
68,49.72,21.29,2,0.94,1.2,30,178.43
76,53.49,6.08,2,0.87,1.2,110,116.66
62,43.33,14.65,2,0.41,1.0,50,94.69
62,74.09,23.79,2,0.29,1.0,110,56.04
15,83.13,21.63,2,0.45,1.0,110,20.05
84,62.25,21.07,0,0.68,1.0,110,149.55
55,43.6,23.63,2,0.71,1.0,110,88.74
15,79.34,18.34,2,0.27,1.0,30,35.97
15,81.43,15.3,2,0.61,1.0,110,19.82
68,107.7,4.86,2,0.15,1.0,110,67.83
